machine_id,time_series_id,timestamp,target_value,temperature_unit,humidity,battery_level,location,status,received_at,metadata,image_desc_generation_output,image_url,observation_type
machine-06,sensor-08,2025-06-12 16:32:54.703441 UTC,36.88,C,46.95,82.42,floor-1,OK,2025-06-12 16:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-01,2025-06-12 11:42:54.703441 UTC,35.13,C,49.73,87.46,floor-1,OK,2025-06-12 11:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-02,2025-06-12 14:52:54.703441 UTC,23.79,C,50.02,90.63,floor-1,OK,2025-06-12 14:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-05,2025-06-12 14:52:54.703441 UTC,28.87,C,47.26,90.28,floor-1,OK,2025-06-12 14:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-03,2025-06-12 02:22:54.703441 UTC,27.08,C,44.78,66.48,floor-1,OK,2025-06-12 02:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 01:02:54.703441 UTC,22.89,C,74.3,69.14,floor-1,OK,2025-06-12 01:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-06,2025-06-12 01:02:54.703441 UTC,34.53,C,73.98,65.01,floor-1,OK,2025-06-12 01:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 00:12:54.703441 UTC,28.62,C,45.05,95.86,floor-1,OK,2025-06-12 00:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 12:12:54.703441 UTC,29.01,C,39.04,99.14,floor-1,OK,2025-06-12 12:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-06,2025-06-12 06:12:54.703441 UTC,23.14,C,31.22,68.16,floor-1,OK,2025-06-12 06:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-03,2025-06-12 15:02:54.703441 UTC,25.33,C,75.2,98.45,floor-1,OK,2025-06-12 15:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-01,2025-06-12 16:52:54.703441 UTC,26.41,C,32.99,78.94,floor-1,OK,2025-06-12 16:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-02,2025-06-12 09:42:54.703441 UTC,35.43,C,33.46,73.22,floor-1,OK,2025-06-12 09:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 17:02:54.703441 UTC,29.79,C,77.42,62.83,floor-1,OK,2025-06-12 17:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-07,2025-06-12 11:32:54.703441 UTC,22.39,C,55.73,87.25,floor-1,OK,2025-06-12 11:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-09,2025-06-12 01:32:54.703441 UTC,25.62,C,30.29,67.16,floor-1,OK,2025-06-12 01:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-05,2025-06-12 08:02:54.703441 UTC,37.81,C,72.59,94.56,floor-1,OK,2025-06-12 08:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-02,2025-06-12 14:32:54.703441 UTC,28.19,C,44.11,82.95,floor-1,OK,2025-06-12 14:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-02,2025-06-12 13:22:54.703441 UTC,26.8,C,61.42,93.79,floor-1,OK,2025-06-12 13:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-09,2025-06-12 02:22:54.703441 UTC,27.47,C,56.22,65.89,floor-1,OK,2025-06-12 02:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-02,2025-06-12 17:02:54.703441 UTC,36.69,C,70.01,61.22,floor-1,OK,2025-06-12 17:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-06,2025-06-12 10:12:54.703441 UTC,36.8,C,46.59,85.58,floor-1,OK,2025-06-12 10:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 09:32:54.703441 UTC,29.96,C,48.74,81.81,floor-1,OK,2025-06-12 09:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-07,2025-06-12 09:32:54.703441 UTC,25.41,C,78.33,71.31,floor-1,OK,2025-06-12 09:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-04,2025-06-12 00:52:54.703441 UTC,31.68,C,78.21,84.63,floor-1,OK,2025-06-12 00:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-08,2025-06-12 14:02:54.703441 UTC,34.23,C,74.89,96.84,floor-1,OK,2025-06-12 14:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-03,2025-06-12 08:22:54.703441 UTC,31.37,C,61.94,72.65,floor-1,OK,2025-06-12 08:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-03,2025-06-12 06:32:54.703441 UTC,33.12,C,35.9,64.49,floor-1,OK,2025-06-12 06:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-03,2025-06-12 06:32:54.703441 UTC,34.77,C,33.94,83.73,floor-1,OK,2025-06-12 06:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-02,2025-06-12 10:12:54.703441 UTC,28.96,C,63.4,79.04,floor-1,OK,2025-06-12 10:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-03,2025-06-12 10:02:54.703441 UTC,34.03,C,58.36,71.95,floor-1,OK,2025-06-12 10:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-08,2025-06-12 14:42:54.703441 UTC,30.91,C,35.29,64.53,floor-1,OK,2025-06-12 14:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-05,2025-06-12 05:42:54.703441 UTC,31.75,C,37.21,99.35,floor-1,OK,2025-06-12 05:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-07,2025-06-12 15:32:54.703441 UTC,31.78,C,63.02,84.92,floor-1,OK,2025-06-12 15:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-08,2025-06-12 08:32:54.703441 UTC,33.86,C,64.35,61.99,floor-1,OK,2025-06-12 08:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-03,2025-06-12 16:32:54.703441 UTC,29.74,C,40.14,96.81,floor-1,OK,2025-06-12 16:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-03,2025-06-12 12:52:54.703441 UTC,28.74,C,75.01,77.88,floor-1,OK,2025-06-12 12:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-09,2025-06-12 09:12:54.703441 UTC,37.11,C,63.68,85.72,floor-1,OK,2025-06-12 09:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-05,2025-06-12 00:32:54.703441 UTC,34.22,C,32.8,69.8,floor-1,OK,2025-06-12 00:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-08,2025-06-12 12:32:54.703441 UTC,24.98,C,76.63,96.18,floor-1,OK,2025-06-12 12:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-07,2025-06-12 05:52:54.703441 UTC,30.33,C,53.04,64.62,floor-1,OK,2025-06-12 05:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-09,2025-06-12 03:22:54.703441 UTC,36.67,C,72.94,83.18,floor-1,OK,2025-06-12 03:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-04,2025-06-12 02:32:54.703441 UTC,24.98,C,46.83,86.28,floor-1,OK,2025-06-12 02:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-08,2025-06-12 03:42:54.703441 UTC,22.21,C,32.94,89.26,floor-1,OK,2025-06-12 03:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 10:42:54.703441 UTC,24.61,C,56.66,85.71,floor-1,OK,2025-06-12 10:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-08,2025-06-12 07:42:54.703441 UTC,27.25,C,61.05,88.05,floor-1,OK,2025-06-12 07:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-02,2025-06-12 11:42:54.703441 UTC,37.96,C,58.1,69.24,floor-1,OK,2025-06-12 11:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-05,2025-06-12 04:32:54.703441 UTC,35.33,C,46.07,87.82,floor-1,OK,2025-06-12 04:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-06,2025-06-12 12:12:54.703441 UTC,24.3,C,67.72,64.03,floor-1,OK,2025-06-12 12:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-07,2025-06-12 07:02:54.703441 UTC,22.59,C,65.51,79.95,floor-1,OK,2025-06-12 07:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-01,2025-06-12 11:02:54.703441 UTC,24.9,C,64.15,73.94,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-01,2025-06-12 11:02:54.703441 UTC,29.12,C,40.79,82.52,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-05,2025-06-12 08:22:54.703441 UTC,28.1,C,51.96,82.38,floor-1,OK,2025-06-12 08:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-04,2025-06-12 10:32:54.703441 UTC,37.31,C,45.67,63.21,floor-1,OK,2025-06-12 10:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-04,2025-06-12 06:12:54.703441 UTC,33.32,C,31.14,67.9,floor-1,OK,2025-06-12 06:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-02,2025-06-12 04:52:54.703441 UTC,23.91,C,59.4,93.25,floor-1,OK,2025-06-12 04:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-05,2025-06-12 09:52:54.703441 UTC,22.17,C,39.82,84.13,floor-1,OK,2025-06-12 09:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-04,2025-06-12 08:32:54.703441 UTC,26.71,C,59.72,94.21,floor-1,OK,2025-06-12 08:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-02,2025-06-12 15:42:54.703441 UTC,36.78,C,49.64,75.98,floor-1,OK,2025-06-12 15:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-02,2025-06-12 08:32:54.703441 UTC,37.8,C,52.27,91.51,floor-1,OK,2025-06-12 08:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-06,2025-06-12 14:42:54.703441 UTC,29.31,C,74.02,89.67,floor-1,OK,2025-06-12 14:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-07,2025-06-12 02:32:54.703441 UTC,26.37,C,74.5,93.91,floor-1,OK,2025-06-12 02:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-04,2025-06-12 01:22:54.703441 UTC,22.18,C,66.44,91.71,floor-1,OK,2025-06-12 01:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-02,2025-06-12 10:02:54.703441 UTC,26.4,C,30.81,96.92,floor-1,OK,2025-06-12 10:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-03,2025-06-12 03:22:54.703441 UTC,25.62,C,76,88.96,floor-1,OK,2025-06-12 03:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-06,2025-06-12 16:42:54.703441 UTC,27.81,C,59.8,82.28,floor-1,OK,2025-06-12 16:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-08,2025-06-12 00:52:54.703441 UTC,36,C,66.06,67.41,floor-1,OK,2025-06-12 00:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-03,2025-06-12 02:02:54.703441 UTC,35.8,C,65.37,67.57,floor-1,OK,2025-06-12 02:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 01:12:54.703441 UTC,24.72,C,35.2,90.13,floor-1,OK,2025-06-12 01:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-06,2025-06-12 08:42:54.703441 UTC,23.27,C,36.18,94.04,floor-1,OK,2025-06-12 08:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-05,2025-06-12 09:42:54.703441 UTC,27.54,C,47.21,79.73,floor-1,OK,2025-06-12 09:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-05,2025-06-12 09:42:54.703441 UTC,26.22,C,68.73,75.53,floor-1,OK,2025-06-12 09:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 02:22:54.703441 UTC,33.55,C,32.87,84.33,floor-1,OK,2025-06-12 02:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-05,2025-06-12 12:42:54.703441 UTC,24.21,C,38.03,80.56,floor-1,OK,2025-06-12 12:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-05,2025-06-12 11:32:54.703441 UTC,34.46,C,62.27,98.59,floor-1,OK,2025-06-12 11:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-05,2025-06-12 11:02:54.703441 UTC,27.02,C,70.96,90.31,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-05,2025-06-12 11:02:54.703441 UTC,32.36,C,64.41,87.75,floor-1,OK,2025-06-12 11:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-09,2025-06-12 09:42:54.703441 UTC,35.03,C,43.79,64.2,floor-1,OK,2025-06-12 09:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 16:32:54.703441 UTC,30.09,C,56.15,61.56,floor-1,OK,2025-06-12 16:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-03,2025-06-12 10:22:54.703441 UTC,34.32,C,59.68,70.79,floor-1,OK,2025-06-12 10:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-03,2025-06-12 05:52:54.703441 UTC,30.47,C,47.4,87.17,floor-1,OK,2025-06-12 05:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-05,2025-06-12 17:22:54.703441 UTC,34.73,C,33.96,61.63,floor-1,OK,2025-06-12 17:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-05,2025-06-12 06:02:54.703441 UTC,26.16,C,37.26,93.38,floor-1,OK,2025-06-12 06:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-06,2025-06-12 16:22:54.703441 UTC,28.95,C,72.49,93.05,floor-1,OK,2025-06-12 16:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-07,2025-06-12 00:52:54.703441 UTC,23.28,C,40.18,73.42,floor-1,OK,2025-06-12 00:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-09,2025-06-12 14:32:54.703441 UTC,22.91,C,77.92,66,floor-1,OK,2025-06-12 14:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-02,2025-06-12 11:12:54.703441 UTC,24.16,C,35.53,62.07,floor-1,OK,2025-06-12 11:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-06,2025-06-12 13:12:54.703441 UTC,31.28,C,52.29,95.52,floor-1,OK,2025-06-12 13:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-07,2025-06-12 12:02:54.703441 UTC,29.86,C,71.19,81.85,floor-1,OK,2025-06-12 12:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-08,2025-06-12 13:22:54.703441 UTC,31.4,C,56.05,98.78,floor-1,OK,2025-06-12 13:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-08,2025-06-12 06:22:54.703441 UTC,35.78,C,52.8,89.75,floor-1,OK,2025-06-12 06:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-01,2025-06-12 01:12:54.703441 UTC,31.74,C,50.01,80.79,floor-1,OK,2025-06-12 01:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-04,2025-06-12 12:52:54.703441 UTC,33.42,C,63.83,62.08,floor-1,OK,2025-06-12 12:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 08:42:54.703441 UTC,25.61,C,31.02,79.81,floor-1,OK,2025-06-12 08:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-05,2025-06-12 04:52:54.703441 UTC,32.3,C,59.71,68.56,floor-1,OK,2025-06-12 04:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-05,2025-06-12 02:52:54.703441 UTC,27.8,C,67.98,65.83,floor-1,OK,2025-06-12 02:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-06,2025-06-12 13:52:54.703441 UTC,26.93,C,73.45,82.22,floor-1,OK,2025-06-12 13:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-08,2025-06-12 14:32:54.703441 UTC,28.43,C,46.84,97.82,floor-1,OK,2025-06-12 14:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-07,2025-06-12 02:42:54.703441 UTC,37.55,C,76.5,83.26,floor-1,OK,2025-06-12 02:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-08,2025-06-12 12:02:54.703441 UTC,37.15,C,58.3,70.99,floor-1,OK,2025-06-12 12:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-04,2025-06-12 08:22:54.703441 UTC,26.43,C,32.52,66.35,floor-1,OK,2025-06-12 08:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-06,2025-06-12 13:22:54.703441 UTC,28.23,C,48.71,61.16,floor-1,OK,2025-06-12 13:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 08:52:54.703441 UTC,33.17,C,70.34,74.98,floor-1,OK,2025-06-12 08:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-08,2025-06-12 08:42:54.703441 UTC,25.64,C,33.82,78.27,floor-1,OK,2025-06-12 08:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-03,2025-06-12 12:02:54.703441 UTC,36.83,C,66.54,94.02,floor-1,OK,2025-06-12 12:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-04,sensor-01,2025-06-12 06:42:54.703441 UTC,29.46,C,41.2,73.99,floor-1,OK,2025-06-12 06:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-06,2025-06-12 10:12:54.703441 UTC,37.67,C,54.21,82.25,floor-1,OK,2025-06-12 10:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-01,2025-06-12 11:52:54.703441 UTC,29.14,C,37.36,69.9,floor-1,OK,2025-06-12 11:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-03,2025-06-12 08:52:54.703441 UTC,31.99,C,46.78,77.31,floor-1,OK,2025-06-12 08:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-03,2025-06-12 06:52:54.703441 UTC,35.06,C,53.83,84.29,floor-1,OK,2025-06-12 06:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-06,2025-06-12 09:42:54.703441 UTC,27.31,C,69.66,61.44,floor-1,OK,2025-06-12 09:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-06,2025-06-12 02:52:54.703441 UTC,33.3,C,37.65,82.72,floor-1,OK,2025-06-12 02:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-03,sensor-01,2025-06-12 16:32:54.703441 UTC,27.23,C,41.18,86.52,floor-1,OK,2025-06-12 16:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-07,2025-06-12 03:42:54.703441 UTC,31.4,C,50.49,68.14,floor-1,OK,2025-06-12 03:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-09,sensor-03,2025-06-12 13:32:54.703441 UTC,30.18,C,72.34,98.33,floor-1,OK,2025-06-12 13:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-10,sensor-07,2025-06-12 06:32:54.703441 UTC,26.34,C,71.09,80.04,floor-1,OK,2025-06-12 06:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-05,sensor-09,2025-06-12 12:52:54.703441 UTC,37.11,C,31.46,95.46,floor-1,OK,2025-06-12 12:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-06,2025-06-12 16:32:54.703441 UTC,33.65,C,37.78,98.4,floor-1,OK,2025-06-12 16:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-06,2025-06-12 16:12:54.703441 UTC,31.28,C,52.79,80.5,floor-1,OK,2025-06-12 16:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-07,2025-06-12 15:32:54.703441 UTC,37,C,51.43,73.24,floor-1,OK,2025-06-12 15:32:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-06,sensor-08,2025-06-12 02:22:54.703441 UTC,26.07,C,61.42,90.06,floor-1,OK,2025-06-12 02:22:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-04,2025-06-12 01:02:54.703441 UTC,37.67,C,50.82,73.78,floor-1,OK,2025-06-12 01:02:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-01,sensor-09,2025-06-12 15:12:54.703441 UTC,33.94,C,69.1,66.63,floor-1,OK,2025-06-12 15:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-07,sensor-09,2025-06-12 04:42:54.703441 UTC,35.61,C,77.89,73.16,floor-1,OK,2025-06-12 04:42:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-08,sensor-01,2025-06-12 00:52:54.703441 UTC,31.63,C,62.67,89.09,floor-1,OK,2025-06-12 00:52:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
machine-02,sensor-05,2025-06-12 16:12:54.703441 UTC,29.04,C,49.22,62.05,floor-1,OK,2025-06-12 16:12:54.703441 UTC,"{""firmware_version"":""v1.2.3"",""sensor_type"":""BME280""}",,,
